time,jst,open,high,low,close,tick_volume,BBRATE,PIVOTH,PIVOTL,CROSS_UP,CROSS_DOWN,SLOPE
2024-03-18 11:39:00+00:00,2024-03-18 20:39:00+09:00,38749.3,38751.4,38748.3,38749.4,46,,,,,,0.0
2024-03-18 11:40:00+00:00,2024-03-18 20:40:00+09:00,38748.9,38755.9,38748.4,38753.4,43,,,,,,0.0
2024-03-18 11:41:00+00:00,2024-03-18 20:41:00+09:00,38753.9,38758.0,38752.9,38757.5,38,,,,,,0.0
2024-03-18 11:42:00+00:00,2024-03-18 20:42:00+09:00,38758.5,38763.0,38758.5,38759.5,46,,,,,,0.0
2024-03-18 11:43:00+00:00,2024-03-18 20:43:00+09:00,38760.5,38767.5,38760.5,38766.5,39,,,,,,0.0
2024-03-18 11:44:00+00:00,2024-03-18 20:44:00+09:00,38765.5,38770.5,38763.0,38770.5,40,,,,,,0.0
2024-03-18 11:45:00+00:00,2024-03-18 20:45:00+09:00,38771.0,38783.4,38768.5,38778.9,95,,,,,,0.0
2024-03-18 11:46:00+00:00,2024-03-18 20:46:00+09:00,38778.4,38787.3,38776.9,38782.3,63,,,,,,0.0
2024-03-18 11:47:00+00:00,2024-03-18 20:47:00+09:00,38781.3,38781.3,38776.3,38779.8,40,,,,,,0.0
2024-03-18 11:48:00+00:00,2024-03-18 20:48:00+09:00,38780.8,38781.4,38775.9,38777.4,40,,,,,,3.7757575757575865
2024-03-18 11:49:00+00:00,2024-03-18 20:49:00+09:00,38777.9,38779.4,38775.3,38776.4,58,,,,,,3.05212121212298
2024-03-18 11:50:00+00:00,2024-03-18 20:50:00+09:00,38777.4,38784.5,38775.4,38783.5,52,,,,,,2.655151515151566
2024-03-18 11:51:00+00:00,2024-03-18 20:51:00+09:00,38784.5,38786.5,38781.5,38786.0,34,,,,,,2.303030303031681
2024-03-18 11:52:00+00:00,2024-03-18 20:52:00+09:00,38787.0,38791.5,38773.4,38775.9,97,,,,,,1.1878787878785733
2024-03-18 11:53:00+00:00,2024-03-18 20:53:00+09:00,38775.9,38779.9,38774.4,38777.9,33,,,,,,0.4496969696995637
2024-03-18 11:54:00+00:00,2024-03-18 20:54:00+09:00,38777.4,38779.9,38775.4,38776.4,32,,,,,,-0.24181818181530745
2024-03-18 11:55:00+00:00,2024-03-18 20:55:00+09:00,38775.9,38779.0,38773.4,38778.9,42,,,,,,-0.3084848484849504
2024-03-18 11:56:00+00:00,2024-03-18 20:56:00+09:00,38779.4,38781.5,38778.0,38779.5,23,,,,,,-0.11575757575705854
2024-03-18 11:57:00+00:00,2024-03-18 20:57:00+09:00,38779.0,38779.0,38770.1,38771.6,36,,,,,,-0.48666666666757685
2024-03-18 11:58:00+00:00,2024-03-18 20:58:00+09:00,38772.1,38776.1,38771.6,38774.6,32,,,,,,-0.7545454545437801
2024-03-18 11:59:00+00:00,2024-03-18 20:59:00+09:00,38774.1,38777.6,38771.9,38777.6,41,,,,,,-0.8915151515143183
2024-03-18 12:00:00+00:00,2024-03-18 21:00:00+09:00,38778.6,38781.0,38776.5,38780.5,70,,,,,,-0.4115151515158176
2024-03-18 12:01:00+00:00,2024-03-18 21:01:00+09:00,38781.0,38790.4,38781.0,38784.9,83,,,,,,0.5115151515161876
2024-03-18 12:02:00+00:00,2024-03-18 21:02:00+09:00,38785.4,38799.9,38785.4,38799.9,72,,,,,,1.5927272727291937
2024-03-18 12:03:00+00:00,2024-03-18 21:03:00+09:00,38802.4,38814.3,38800.3,38810.3,120,,,,,,3.0836363636359265
2024-03-18 12:04:00+00:00,2024-03-18 21:04:00+09:00,38811.3,38814.3,38804.3,38805.3,90,,,,,,3.8090909090930545
2024-03-18 12:05:00+00:00,2024-03-18 21:05:00+09:00,38804.3,38809.3,38802.3,38807.3,61,,,,,,4.459999999999609
2024-03-18 12:06:00+00:00,2024-03-18 21:06:00+09:00,38807.8,38812.3,38807.8,38810.3,62,,,,,,4.970303030303511
2024-03-18 12:07:00+00:00,2024-03-18 21:07:00+09:00,38811.3,38816.8,38811.3,38811.3,43,,,,,,4.635151515154756
2024-03-18 12:08:00+00:00,2024-03-18 21:08:00+09:00,38811.8,38812.8,38806.3,38811.3,68,,,,,,4.0187878787869025
2024-03-18 12:09:00+00:00,2024-03-18 21:09:00+09:00,38810.8,38816.4,38810.8,38810.9,50,,,,,,3.13575757575858
2024-03-18 12:10:00+00:00,2024-03-18 21:10:00+09:00,38811.4,38823.4,38811.4,38817.9,55,,,,,,2.424242424243376
2024-03-18 12:11:00+00:00,2024-03-18 21:11:00+09:00,38818.4,38821.4,38812.4,38814.4,66,,,,,,1.3618181818210036
2024-03-18 12:12:00+00:00,2024-03-18 21:12:00+09:00,38813.9,38818.9,38813.4,38818.4,42,,,,,,1.1599999999994655
2024-03-18 12:13:00+00:00,2024-03-18 21:13:00+09:00,38817.4,38817.9,38813.4,38817.4,48,,,,,,1.3727272727272588
2024-03-18 12:14:00+00:00,2024-03-18 21:14:00+09:00,38816.4,38821.9,38816.4,38817.4,51,,,,,,1.1660606060617527
2024-03-18 12:15:00+00:00,2024-03-18 21:15:00+09:00,38817.9,38821.4,38817.4,38818.4,54,,,,,,1.0006060606053175
2024-03-18 12:16:00+00:00,2024-03-18 21:16:00+09:00,38818.9,38821.4,38812.5,38812.5,47,,,,,,0.5787878787865857
2024-03-18 12:17:00+00:00,2024-03-18 21:17:00+09:00,38813.5,38816.0,38806.5,38807.5,53,,,,,,-0.07575757575682433
2024-03-18 12:18:00+00:00,2024-03-18 21:18:00+09:00,38809.0,38810.5,38803.9,38807.5,47,-33.02484352884975,,,,,-0.6842424242415919
2024-03-18 12:19:00+00:00,2024-03-18 21:19:00+09:00,38808.0,38808.0,38803.0,38803.0,37,-53.78904626958183,,,,,-1.5187878787858404
2024-03-18 12:20:00+00:00,2024-03-18 21:20:00+09:00,38803.5,38807.4,38800.5,38802.0,82,-53.24073536809822,,,,,-1.8454545454559284
2024-03-18 12:21:00+00:00,2024-03-18 21:21:00+09:00,38802.5,38803.0,38798.4,38800.4,63,-56.88639248758419,,,,,-2.2999999999985983
2024-03-18 12:22:00+00:00,2024-03-18 21:22:00+09:00,38801.9,38807.4,38801.9,38803.4,60,-32.912829964249156,,,,,-2.1545454545459437
2024-03-18 12:23:00+00:00,2024-03-18 21:23:00+09:00,38804.4,38807.9,38802.4,38804.9,50,-17.159817208892527,,,,,-1.8121212121204604
2024-03-18 12:24:00+00:00,2024-03-18 21:24:00+09:00,38802.9,38805.9,38797.4,38797.4,33,-52.481309599339795,,,,,-1.7272727272721449
2024-03-18 12:25:00+00:00,2024-03-18 21:25:00+09:00,38797.9,38799.5,38795.4,38798.0,56,-36.352817866276155,,,,,-1.3006060606055656
2024-03-18 12:26:00+00:00,2024-03-18 21:26:00+09:00,38799.0,38799.5,38794.5,38795.5,29,-41.95171432575891,,,,,-1.1563636363634724
2024-03-18 12:27:00+00:00,2024-03-18 21:27:00+09:00,38796.0,38799.5,38795.0,38796.0,40,-31.74985317412394,,,,,-1.11212121212218
2024-03-18 12:28:00+00:00,2024-03-18 21:28:00+09:00,38797.0,38803.0,38797.0,38799.0,50,-6.484337725196837,,,,,-0.7648484848475564
2024-03-18 12:29:00+00:00,2024-03-18 21:29:00+09:00,38799.5,38800.5,38796.5,38800.5,31,5.487232236815739,,,1.0,,-0.5327272727266503
2024-03-18 12:30:00+00:00,2024-03-18 21:30:00+09:00,38801.0,38804.5,38790.4,38796.4,89,-19.369586304665997,,,,1.0,-0.5606060606048962
2024-03-18 12:31:00+00:00,2024-03-18 21:31:00+09:00,38796.9,38800.4,38789.4,38790.4,58,-54.91198970507008,,,,,-0.9545454545458132
2024-03-18 12:32:00+00:00,2024-03-18 21:32:00+09:00,38790.9,38793.4,38784.4,38784.4,69,-85.71989761100161,,,,,-1.3545454545447073
2024-03-18 12:33:00+00:00,2024-03-18 21:33:00+09:00,38784.9,38790.4,38783.4,38786.8,32,-56.39609110308488,,,,,-1.2933333333327175
2024-03-18 12:34:00+00:00,2024-03-18 21:34:00+09:00,38787.8,38789.3,38778.3,38778.3,48,-105.64956300594459,,,,,-1.9763636363628865
